1086;Little bit of spice;6.78;9.78;0;0;1;16 oz;1;9;3
1087;Crunch!;16.19;23.19;0;1;1;8 oz;2;1;23
1088;From Rio;27.37;36.37;1;1;0;24 oz;5;5;5
1089;Just pure notes of spice;28.0;36.0;1;0;0;16 oz;4;9;6
1090;Just pure notes of spice;11.41;17.41;1;1;0;24 oz;4;4;8
1091;From Rio;13.55;16.55;1;1;0;24 oz;1;4;29
1092;Just pure notes of spice;29.25;32.25;0;1;0;24 oz;3;5;12
1093;Just pure notes of spice;9.44;16.44;1;1;1;24 oz;2;6;21
1094;Just pure notes of spice;6.29;12.29;0;0;0;single;3;3;6
1095;Crunch!;25.23;32.23;0;0;1;8 oz;2;1;18
1096;Just pure notes of spice;6.7;13.7;1;0;0;8 oz;1;3;9
1097;Just pure notes of spice;17.48;24.48;0;1;0;24 oz;1;7;25
1098;From Rio;13.4;21.4;1;1;1;8 oz;2;3;20
1099;Flakey and buttery;18.81;22.81;0;1;0;single;4;9;18
1100;Little bit of spice;11.0;14.0;1;1;0;16 oz;2;7;25
1101;From Rio;19.53;23.53;0;1;0;24 oz;4;1;5
1102;From Rio;5.09;13.09;0;1;1;16 oz;1;8;23
1103;Just pure notes of spice;27.85;30.85;0;0;1;single;3;7;20
1104;From Rio;19.48;22.48;1;1;0;single;3;6;6
1105;Crunch!;29.18;33.18;1;1;0;1 lb;2;4;13
1106;Little bit of spice;23.4;32.4;1;1;1;24 oz;5;6;8
1107;From Rio;19.71;21.71;0;0;1;24 oz;5;1;27
1108;Crunch!;20.37;29.37;1;0;1;8 oz;2;8;29
1109;Just pure notes of spice;17.41;19.41;1;0;1;8 oz;5;3;8
1110;Flakey and buttery;5.47;12.47;0;0;0;24 oz;1;7;23
1111;From Rio;18.25;23.25;0;0;1;16 oz;5;5;24
1112;Little bit of spice;7.22;12.22;1;1;1;24 oz;2;8;6
1113;Little bit of spice;17.28;25.28;0;0;0;16 oz;1;3;13
1114;Flakey and buttery;12.15;14.15;1;1;0;8 oz;5;9;20
1115;Crunch!;27.21;29.21;0;1;1;16 oz;3;2;24
1116;From Rio;25.95;28.95;0;1;0;24 oz;1;4;9
1117;Just pure notes of spice;9.84;13.84;1;0;1;1 lb;1;2;10
1118;Crunch!;29.3;33.3;1;0;1;16 oz;4;1;5
1119;Flakey and buttery;10.62;15.62;1;0;0;16 oz;4;1;20
1120;Crunch!;15.75;19.75;1;0;0;single;5;7;8
1121;From Rio;28.24;36.24;1;1;1;1 lb;1;6;7
1122;Crunch!;15.89;18.89;0;1;0;24 oz;5;3;31
1123;Flakey and buttery;29.87;39.87;1;0;1;1 lb;1;6;10
1124;From Rio;5.26;9.26;1;1;1;24 oz;5;2;5
1125;Little bit of spice;15.6;20.6;1;0;1;24 oz;4;2;31
1126;Flakey and buttery;20.22;24.22;0;1;1;1 lb;2;2;28
1127;From Rio;6.41;16.41;1;1;0;16 oz;4;1;15
1128;Little bit of spice;29.73;38.73;0;1;1;16 oz;4;7;14
1129;Just pure notes of spice;25.46;29.46;0;0;0;24 oz;2;2;31
1130;From Rio;20.14;28.14;1;1;1;single;5;6;20
1131;Flakey and buttery;25.25;30.25;0;0;0;1 lb;4;8;27
1132;Flakey and buttery;9.68;12.68;0;0;1;24 oz;4;2;1
1133;Flakey and buttery;28.17;34.17;0;0;1;1 lb;2;2;15
1134;From Rio;26.77;29.77;0;0;1;single;1;9;22
1135;Crunch!;26.66;28.66;0;0;0;1 lb;3;2;16
1136;From Rio;10.04;20.04;1;0;0;24 oz;4;9;17
1137;From Rio;29.23;32.23;1;1;1;24 oz;2;5;7
1138;Flakey and buttery;27.7;36.7;0;0;0;24 oz;5;7;26
1139;Crunch!;17.41;25.41;0;0;1;24 oz;3;1;18
1140;From Rio;24.19;26.19;1;0;1;16 oz;2;2;29
1141;Flakey and buttery;17.19;20.19;0;1;1;24 oz;3;1;12
1142;Flakey and buttery;11.97;19.97;1;0;0;8 oz;3;2;25
1143;Crunch!;21.63;27.63;1;1;0;24 oz;4;6;4
1144;From Rio;13.42;22.42;1;0;0;24 oz;2;8;15
1145;Flakey and buttery;27.39;36.39;1;0;0;1 lb;2;3;20
1146;Just pure notes of spice;22.82;28.82;0;1;1;16 oz;4;3;5
1147;Little bit of spice;24.72;27.72;0;1;0;1 lb;2;9;21
1148;From Rio;27.63;29.63;1;0;0;single;5;7;27
1149;Flakey and buttery;23.09;28.09;0;1;1;24 oz;4;3;14
1150;Crunch!;7.9;11.9;0;0;1;1 lb;4;7;9
1151;Little bit of spice;19.42;26.42;0;0;1;single;1;8;17
1152;Crunch!;27.25;32.25;0;1;1;1 lb;3;7;2
1153;Crunch!;20.33;29.33;1;1;0;16 oz;5;3;2
1154;Just pure notes of spice;16.73;24.73;0;1;0;16 oz;2;1;1
1155;Just pure notes of spice;21.76;25.76;1;0;0;8 oz;4;9;31
1156;From Rio;7.05;12.05;0;0;0;16 oz;5;7;22
1157;Just pure notes of spice;20.95;27.95;1;0;1;1 lb;4;7;7
1158;Crunch!;21.66;31.66;1;1;1;single;4;1;31
1159;Little bit of spice;9.69;17.69;1;0;1;1 lb;3;9;19
1160;Little bit of spice;25.32;27.32;0;0;0;1 lb;5;9;25
1161;Crunch!;15.47;25.47;1;0;0;24 oz;1;1;7
1162;Flakey and buttery;21.42;28.42;1;0;1;24 oz;5;4;7
1163;Flakey and buttery;6.19;13.19;1;0;0;16 oz;2;4;3
1164;Flakey and buttery;21.17;27.17;0;1;0;single;5;7;26
1165;Flakey and buttery;24.47;31.47;1;1;0;16 oz;3;6;20
1166;Just pure notes of spice;8.77;12.77;1;1;1;24 oz;1;5;7
1167;Little bit of spice;22.37;25.37;0;1;0;single;2;3;31
1168;Little bit of spice;25.34;33.34;1;1;0;24 oz;1;1;29
1169;From Rio;22.33;30.33;0;0;0;8 oz;3;9;10
1170;Little bit of spice;25.65;35.65;1;0;0;1 lb;1;2;19
1171;Little bit of spice;8.88;10.88;1;0;1;1 lb;5;3;2
1172;From Rio;19.95;24.95;1;1;0;single;4;8;22
1173;Crunch!;27.07;34.07;0;0;1;1 lb;4;2;23
1174;Crunch!;18.22;28.22;0;1;0;24 oz;4;2;14
1175;Flakey and buttery;17.73;23.73;1;1;0;single;5;3;2
1176;From Rio;18.23;23.23;1;0;1;16 oz;2;3;21
1177;Flakey and buttery;7.1;12.1;1;0;1;24 oz;1;7;4
1178;Little bit of spice;6.98;14.98;0;1;0;1 lb;3;9;11
1179;Flakey and buttery;25.2;29.2;0;1;0;1 lb;2;8;6
1180;From Rio;19.12;21.12;0;0;1;16 oz;4;1;15
1181;From Rio;6.43;9.43;1;0;1;1 lb;4;2;26
1182;Little bit of spice;19.04;21.04;0;0;1;8 oz;1;1;28
1183;From Rio;23.44;29.44;1;0;1;single;1;4;27
1184;Little bit of spice;19.28;27.28;1;0;1;1 lb;1;2;14
1185;From Rio;17.49;22.49;0;1;0;8 oz;3;2;9
1186;From Rio;11.92;20.92;1;0;0;8 oz;5;2;28
1187;Little bit of spice;16.83;26.83;0;0;1;single;3;3;9
1188;From Rio;11.36;14.36;1;1;1;24 oz;1;4;4
1189;Little bit of spice;21.34;23.34;0;0;0;1 lb;5;8;13
1190;Flakey and buttery;21.79;27.79;0;1;1;1 lb;5;7;14
1191;Crunch!;20.95;28.95;1;0;1;8 oz;3;4;23
1192;Flakey and buttery;8.43;18.43;1;1;1;16 oz;3;9;8
1193;Flakey and buttery;13.54;19.54;0;0;1;24 oz;2;7;8
1194;Little bit of spice;11.32;13.32;0;1;1;8 oz;2;1;30
1195;Just pure notes of spice;21.24;27.24;1;0;1;1 lb;1;5;27
1196;Just pure notes of spice;9.57;11.57;0;1;1;16 oz;3;6;17
1197;Just pure notes of spice;20.98;25.98;1;0;1;single;1;5;2
1198;Crunch!;13.54;16.54;0;0;1;24 oz;3;6;19
1199;From Rio;25.37;29.37;1;0;1;16 oz;1;6;17
1200;From Rio;11.13;19.13;1;0;0;8 oz;5;1;20
1201;Just pure notes of spice;16.52;22.52;0;0;1;24 oz;4;7;3
1202;Flakey and buttery;5.31;13.31;1;1;1;16 oz;2;4;1
1203;Flakey and buttery;23.49;33.49;1;1;0;8 oz;2;9;29
1204;Flakey and buttery;12.68;19.68;0;0;0;24 oz;3;4;6
1205;From Rio;27.91;31.91;1;1;0;8 oz;3;7;8
1206;Little bit of spice;25.45;28.45;0;0;0;single;1;7;28
1207;From Rio;19.51;22.51;0;0;1;single;2;4;21
1208;From Rio;6.68;14.68;1;0;0;8 oz;5;9;25
1209;Just pure notes of spice;25.85;35.85;0;0;1;16 oz;3;1;2
1210;Crunch!;11.9;14.9;0;0;0;24 oz;1;1;5
1211;Little bit of spice;19.61;29.61;1;0;1;8 oz;3;8;17
1212;Crunch!;18.09;25.09;1;1;1;1 lb;2;2;22
1213;From Rio;16.73;23.73;1;1;0;8 oz;2;3;21
1214;Little bit of spice;29.14;33.14;1;0;0;8 oz;2;2;19
1215;Crunch!;28.8;36.8;0;0;1;8 oz;1;2;30
1216;Little bit of spice;22.6;24.6;1;0;1;single;2;3;17
1217;Little bit of spice;21.74;25.74;0;1;0;16 oz;5;3;5
1218;Little bit of spice;14.99;23.99;0;0;0;1 lb;3;3;16
1219;Crunch!;6.08;11.08;1;0;1;16 oz;2;2;27
1220;Little bit of spice;11.59;15.59;0;0;1;1 lb;3;8;10
1221;Crunch!;5.41;15.41;1;0;0;8 oz;5;4;25
1222;Just pure notes of spice;17.93;19.93;1;0;1;24 oz;2;3;3
1223;From Rio;16.49;22.49;1;0;0;1 lb;4;7;31
1224;Flakey and buttery;5.14;7.14;1;0;0;24 oz;1;3;6
1225;Little bit of spice;8.83;14.83;0;0;0;8 oz;5;7;22
1226;From Rio;28.99;31.99;1;0;0;1 lb;2;5;8
1227;Little bit of spice;23.34;30.34;1;0;1;8 oz;3;3;22
1228;Little bit of spice;12.54;22.54;0;1;0;1 lb;2;4;12
1229;From Rio;13.62;23.62;1;1;0;24 oz;3;2;18
1230;From Rio;7.49;9.49;0;1;1;1 lb;3;8;21
1231;Crunch!;11.15;18.15;0;1;1;8 oz;1;3;5
1232;From Rio;7.93;10.93;0;0;0;single;4;3;4
1233;Flakey and buttery;27.56;30.56;1;0;1;24 oz;1;7;19
1234;Flakey and buttery;18.56;24.56;1;1;0;8 oz;2;1;8
1235;Just pure notes of spice;23.49;32.49;1;1;0;16 oz;3;1;22
1236;Little bit of spice;11.41;20.41;1;1;1;1 lb;4;2;18
1237;From Rio;9.5;17.5;1;0;0;8 oz;1;6;17
1238;From Rio;18.01;27.01;1;1;1;1 lb;5;3;25
1239;Flakey and buttery;17.36;21.36;1;0;0;16 oz;4;3;10
1240;Crunch!;20.68;22.68;1;1;1;8 oz;3;5;8
1241;Just pure notes of spice;14.39;19.39;0;1;0;16 oz;4;2;16
1242;Little bit of spice;8.03;17.03;1;0;1;24 oz;3;9;12
1243;Crunch!;11.1;17.1;1;0;1;8 oz;5;6;31
1244;Crunch!;13.76;21.76;0;1;0;24 oz;5;9;31
1245;Flakey and buttery;29.17;31.17;0;1;0;24 oz;5;9;18
1246;Crunch!;13.56;20.56;1;1;0;16 oz;4;3;4
1247;Just pure notes of spice;21.69;23.69;0;0;1;16 oz;5;9;27
1248;From Rio;22.89;24.89;0;1;1;16 oz;5;7;28
1249;Just pure notes of spice;25.79;34.79;1;0;1;24 oz;3;7;15
1250;Little bit of spice;23.55;29.55;0;1;0;1 lb;5;2;10
1251;Just pure notes of spice;13.19;18.19;1;0;1;8 oz;4;2;21
1252;From Rio;14.84;17.84;1;1;0;16 oz;4;2;8
1253;Flakey and buttery;10.87;20.87;0;0;0;16 oz;2;8;19
1254;From Rio;6.8;14.8;1;0;0;24 oz;4;6;6
1255;Crunch!;9.68;11.68;0;0;1;16 oz;1;7;30
1256;Just pure notes of spice;20.68;30.68;0;1;1;24 oz;2;6;24
1257;Flakey and buttery;29.61;32.61;0;1;0;1 lb;2;9;5
1258;Little bit of spice;19.27;27.27;0;0;0;8 oz;4;3;2
1259;Crunch!;23.06;30.06;0;1;0;8 oz;4;5;9
1260;Just pure notes of spice;24.98;31.98;1;1;1;16 oz;4;6;31
1261;Flakey and buttery;10.1;17.1;1;1;1;16 oz;5;9;20
1262;Just pure notes of spice;27.2;33.2;1;1;0;16 oz;2;4;9
1263;Crunch!;10.68;15.68;0;0;1;24 oz;2;8;17
1264;Just pure notes of spice;25.52;27.52;1;0;0;16 oz;2;6;17
1265;Flakey and buttery;8.95;13.95;1;1;1;24 oz;2;2;12
1266;Just pure notes of spice;22.2;32.2;0;0;0;16 oz;1;2;14
1267;From Rio;16.81;21.81;0;1;0;24 oz;1;1;12
1268;Flakey and buttery;28.6;30.6;0;1;0;1 lb;1;1;17
1269;From Rio;12.83;15.83;1;0;1;single;4;4;8
1270;From Rio;7.38;14.38;1;1;0;16 oz;4;1;1
1271;Little bit of spice;26.42;31.42;1;0;0;16 oz;3;7;24
1272;From Rio;26.9;33.9;1;0;1;8 oz;4;7;11
1273;Flakey and buttery;23.15;28.15;1;0;1;1 lb;3;1;1
1274;Just pure notes of spice;24.86;30.86;1;1;1;single;5;9;14
1275;Crunch!;9.09;13.09;0;0;1;single;2;6;10
1276;Little bit of spice;19.08;25.08;0;0;0;1 lb;3;8;2
1277;Just pure notes of spice;26.65;29.65;0;0;0;8 oz;5;3;19
1278;Just pure notes of spice;23.42;26.42;0;0;0;24 oz;1;3;15
1279;From Rio;13.53;15.53;0;0;0;8 oz;2;6;2
1280;Crunch!;26.45;32.45;1;0;0;1 lb;3;7;21
1281;Flakey and buttery;5.68;10.68;0;0;0;single;3;1;20
1282;Flakey and buttery;19.09;27.09;0;1;0;8 oz;5;8;10
1283;Crunch!;28.58;33.58;0;1;1;16 oz;1;6;17
1284;Crunch!;13.47;19.47;1;1;0;24 oz;4;2;12
1285;Just pure notes of spice;26.29;34.29;0;1;0;8 oz;4;6;2
1286;Just pure notes of spice;21.08;28.08;0;1;0;24 oz;1;6;2
1287;Little bit of spice;19.85;26.85;1;0;0;16 oz;5;4;17
1288;Little bit of spice;7.22;17.22;0;1;1;1 lb;1;8;3
1289;From Rio;29.4;39.4;0;0;0;8 oz;4;8;26
1290;Little bit of spice;20.33;22.33;1;0;0;8 oz;5;1;31
1291;Crunch!;15.26;18.26;1;1;0;1 lb;3;2;1
1292;Just pure notes of spice;25.29;28.29;1;1;1;1 lb;3;2;17
1293;Just pure notes of spice;14.58;20.58;0;0;0;24 oz;3;9;28
1294;From Rio;14.64;21.64;1;0;1;24 oz;1;6;21
1295;Little bit of spice;5.32;12.32;0;1;0;24 oz;2;6;22
1296;From Rio;27.7;34.7;0;1;1;8 oz;3;5;5
1297;From Rio;9.64;15.64;0;1;1;single;4;7;9
1298;Just pure notes of spice;25.95;27.95;0;1;0;1 lb;3;2;19
1299;From Rio;14.26;16.26;1;1;0;16 oz;1;3;30
1300;Flakey and buttery;25.91;28.91;0;1;1;16 oz;3;8;3
1301;Just pure notes of spice;6.42;10.42;0;1;1;single;2;5;19
1302;Flakey and buttery;5.36;8.36;0;1;1;24 oz;1;2;9
1303;Crunch!;11.68;19.68;0;0;0;single;3;9;14
1304;Crunch!;19.98;21.98;0;1;0;24 oz;4;4;26
1305;Crunch!;15.78;25.78;1;0;1;8 oz;3;1;28
1306;Just pure notes of spice;10.24;18.24;0;1;1;1 lb;2;3;28
1307;Little bit of spice;23.55;26.55;0;1;1;24 oz;2;1;21
1308;Just pure notes of spice;5.85;9.85;1;0;1;16 oz;3;8;4
1309;Little bit of spice;24.63;31.63;0;0;1;8 oz;2;1;27
1310;Little bit of spice;26.52;28.52;1;0;0;16 oz;5;8;17
1311;Crunch!;21.84;25.84;1;0;1;1 lb;4;2;6
1312;Little bit of spice;17.09;24.09;0;1;0;single;2;1;14
1313;Crunch!;28.39;30.39;1;0;1;24 oz;2;3;12
1314;Crunch!;5.85;13.85;1;1;0;1 lb;3;9;17
1315;Little bit of spice;16.3;22.3;0;0;1;single;3;7;11
1316;Crunch!;27.68;37.68;1;1;0;1 lb;2;9;6
1317;From Rio;18.69;27.69;1;1;0;single;4;8;10
1318;Little bit of spice;23.52;27.52;1;0;0;8 oz;5;6;19
1319;From Rio;21.4;23.4;1;1;0;16 oz;1;5;19
1320;Little bit of spice;20.78;24.78;0;0;1;8 oz;3;1;6
1321;Just pure notes of spice;20.39;29.39;1;0;0;1 lb;1;1;28
1322;Flakey and buttery;25.0;31.0;1;0;1;single;1;3;6
1323;Crunch!;20.5;27.5;0;0;0;1 lb;1;3;17
1324;Just pure notes of spice;28.69;30.69;0;1;1;24 oz;5;8;9
1325;Crunch!;27.07;35.07;0;1;0;single;5;4;23
1326;Little bit of spice;29.1;37.1;0;0;0;1 lb;4;7;15
1327;Just pure notes of spice;9.42;16.42;0;1;0;1 lb;2;7;18
1328;Little bit of spice;14.35;24.35;1;1;0;24 oz;2;1;12
1329;Crunch!;9.91;16.91;1;1;0;16 oz;1;2;14
1330;Just pure notes of spice;16.43;21.43;0;1;0;1 lb;4;7;7
1331;Flakey and buttery;8.11;15.11;1;0;0;16 oz;2;2;25
1332;Crunch!;29.03;34.03;1;0;1;8 oz;1;3;1
1333;Crunch!;28.69;30.69;0;0;0;16 oz;4;5;17
1334;Little bit of spice;18.88;28.88;0;1;1;16 oz;5;4;1
1335;From Rio;6.62;13.62;1;1;0;1 lb;2;4;11
1336;Just pure notes of spice;27.19;30.19;1;1;1;8 oz;1;7;7
1337;Little bit of spice;25.08;28.08;1;1;1;1 lb;5;5;24
1338;Just pure notes of spice;18.81;22.81;0;0;0;8 oz;1;7;25
1339;Just pure notes of spice;11.85;14.85;0;1;0;1 lb;3;2;28
1340;Crunch!;16.86;22.86;0;0;1;single;2;4;12
1341;Just pure notes of spice;25.54;33.54;0;0;0;single;3;9;5
1342;From Rio;27.82;37.82;0;1;1;24 oz;4;1;27
1343;Flakey and buttery;23.58;27.58;1;1;1;1 lb;4;7;26
1344;Little bit of spice;12.17;15.17;0;0;1;8 oz;1;7;2
1345;Flakey and buttery;17.07;25.07;0;0;0;8 oz;2;1;4
1346;Little bit of spice;19.15;25.15;1;1;1;8 oz;3;6;20
1347;Flakey and buttery;5.17;12.17;0;1;1;8 oz;4;5;25
1348;Just pure notes of spice;28.27;30.27;0;1;0;single;1;5;6
1349;From Rio;13.94;15.94;0;0;0;16 oz;4;4;2
1350;Flakey and buttery;20.36;23.36;0;0;1;8 oz;5;5;4
1351;Flakey and buttery;28.64;31.64;1;1;1;16 oz;5;5;18
1352;Just pure notes of spice;14.44;22.44;0;0;1;24 oz;5;3;15
1353;From Rio;29.44;38.44;1;1;0;single;1;3;26
1354;From Rio;10.66;13.66;0;0;0;8 oz;3;6;30
1355;Flakey and buttery;17.06;24.06;1;0;1;24 oz;1;8;14
1356;Flakey and buttery;19.77;29.77;1;1;0;1 lb;3;1;11
1357;Crunch!;9.21;13.21;1;1;1;24 oz;3;2;16
1358;Crunch!;25.41;29.41;1;1;1;single;4;9;6
1359;Little bit of spice;11.19;14.19;0;1;1;single;5;5;20
1360;Flakey and buttery;22.1;28.1;0;1;0;1 lb;3;9;4
1361;Little bit of spice;22.22;32.22;1;1;0;single;5;7;13
1362;Little bit of spice;19.32;22.32;0;1;0;1 lb;4;8;22
1363;Just pure notes of spice;27.94;32.94;1;0;0;1 lb;5;9;3
1364;Flakey and buttery;25.51;30.51;0;1;0;1 lb;5;6;31
1365;Flakey and buttery;11.33;16.33;0;0;1;single;5;1;1
1366;Just pure notes of spice;5.37;14.37;1;0;1;8 oz;1;7;10
1367;Flakey and buttery;28.14;36.14;0;1;0;single;1;3;16
1368;From Rio;21.1;27.1;0;0;1;24 oz;2;6;13
1369;Flakey and buttery;17.95;27.95;1;0;1;1 lb;2;6;17
1370;Little bit of spice;6.07;15.07;0;1;0;8 oz;3;1;4
1371;Crunch!;6.46;9.46;0;0;0;24 oz;4;6;4
1372;From Rio;29.41;37.41;1;0;1;16 oz;3;9;20
1373;From Rio;15.23;24.23;0;0;0;8 oz;2;9;5
1374;Flakey and buttery;23.02;30.02;1;0;0;single;5;7;10
1375;From Rio;17.38;19.38;0;0;1;24 oz;4;3;29
1376;Little bit of spice;27.21;29.21;1;0;0;single;2;2;10
1377;From Rio;9.6;18.6;0;0;0;single;5;3;17
1378;Flakey and buttery;14.51;23.51;0;0;0;single;2;8;27
1379;Little bit of spice;27.61;30.61;1;0;0;single;3;1;23
1380;Little bit of spice;21.29;26.29;0;0;0;8 oz;5;7;3
1381;Little bit of spice;14.01;20.01;0;0;0;single;1;5;3
1382;Just pure notes of spice;7.9;15.9;0;0;0;24 oz;1;2;24
1383;Just pure notes of spice;6.26;15.26;0;1;1;16 oz;4;1;30
1384;Flakey and buttery;25.34;28.34;1;0;0;single;3;1;25
1385;From Rio;7.0;15.0;1;0;1;single;1;3;5
1386;Little bit of spice;17.49;20.49;0;0;1;1 lb;2;3;8
1387;From Rio;17.01;25.01;1;0;0;single;1;2;6
1388;Just pure notes of spice;17.62;24.62;0;0;1;1 lb;3;1;9
1389;Flakey and buttery;14.5;22.5;1;1;1;24 oz;3;4;31
1390;From Rio;6.24;16.24;0;1;1;1 lb;3;6;17
1391;Just pure notes of spice;21.61;27.61;1;1;0;24 oz;4;5;8
1392;Flakey and buttery;10.77;13.77;0;1;0;16 oz;3;1;5
1393;Crunch!;22.25;29.25;0;1;0;single;3;8;20
1394;Flakey and buttery;18.45;21.45;0;1;0;24 oz;2;2;29
1395;Just pure notes of spice;5.35;7.35;1;1;0;16 oz;3;5;14
1396;Flakey and buttery;13.81;16.81;0;0;1;single;4;6;21
1397;Just pure notes of spice;27.91;36.91;0;0;1;24 oz;1;7;13
1398;Just pure notes of spice;10.74;12.74;0;0;0;24 oz;4;7;31
1399;Flakey and buttery;20.13;28.13;0;0;1;1 lb;1;3;19
1400;Just pure notes of spice;7.0;11.0;0;1;0;1 lb;5;8;7
1401;Just pure notes of spice;13.24;18.24;1;1;1;24 oz;5;4;17
1402;From Rio;17.37;22.37;0;1;1;1 lb;1;5;4
1403;Flakey and buttery;19.75;26.75;1;0;1;8 oz;1;2;24
1404;Flakey and buttery;5.68;12.68;1;0;1;24 oz;4;1;2
1405;From Rio;17.42;20.42;1;1;0;8 oz;5;5;11
1406;Just pure notes of spice;23.1;25.1;1;1;0;8 oz;2;2;14
1407;Just pure notes of spice;6.56;16.56;0;0;1;1 lb;5;1;7
1408;Little bit of spice;8.86;18.86;0;0;0;24 oz;2;4;23
1409;Crunch!;9.76;17.76;0;1;1;8 oz;4;4;27
1410;Little bit of spice;17.29;22.29;1;1;1;24 oz;2;2;15
1411;Crunch!;11.96;20.96;0;0;0;8 oz;5;7;22
1412;Little bit of spice;28.41;34.41;0;1;1;8 oz;3;4;21
1413;Flakey and buttery;26.93;28.93;0;1;0;16 oz;2;3;8
1414;Crunch!;27.99;30.99;0;1;1;24 oz;1;4;17
1415;From Rio;8.21;10.21;0;1;0;24 oz;2;8;23
1416;From Rio;8.78;16.78;1;0;0;24 oz;4;6;10
1417;Crunch!;9.52;13.52;0;0;1;single;4;5;18
1418;Little bit of spice;20.05;24.05;1;1;0;single;1;4;23
1419;Little bit of spice;28.33;36.33;0;1;0;8 oz;2;2;2
1420;From Rio;17.52;22.52;0;1;1;8 oz;1;6;4
1421;From Rio;14.25;19.25;0;0;0;16 oz;5;1;2
1422;Crunch!;9.22;13.22;1;1;1;1 lb;1;5;22
1423;From Rio;17.97;26.97;0;0;1;8 oz;4;6;12
1424;Crunch!;13.56;18.56;0;0;1;8 oz;3;7;27
1425;Flakey and buttery;8.19;14.19;1;1;1;1 lb;1;8;5
1426;Flakey and buttery;27.67;29.67;0;0;1;8 oz;2;4;7
1427;Just pure notes of spice;23.27;32.27;1;1;1;16 oz;2;6;5
1428;Little bit of spice;17.0;24.0;1;0;0;16 oz;2;9;16
1429;Little bit of spice;7.51;12.51;1;1;0;8 oz;1;3;6
1430;Little bit of spice;7.64;17.64;1;1;0;16 oz;1;2;14
1431;Crunch!;9.18;18.18;0;0;1;8 oz;1;6;23
1432;From Rio;16.66;20.66;0;0;1;single;3;1;25
1433;Little bit of spice;11.61;20.61;1;0;0;16 oz;1;2;17
1434;Flakey and buttery;11.85;17.85;1;1;1;single;5;6;28
1435;Crunch!;7.14;12.14;0;0;0;16 oz;2;9;13
1436;Little bit of spice;11.47;18.47;1;0;1;16 oz;5;8;24
1437;From Rio;29.7;33.7;0;0;0;single;4;7;6
1438;Crunch!;28.39;36.39;1;1;1;16 oz;4;8;27
1439;Flakey and buttery;23.02;26.02;0;1;1;single;1;8;19
1440;Flakey and buttery;29.44;35.44;1;1;1;8 oz;5;8;10
1441;From Rio;20.41;29.41;1;0;1;1 lb;3;3;28
1442;Just pure notes of spice;19.99;25.99;1;0;1;16 oz;3;7;9
1443;Little bit of spice;29.52;31.52;0;1;1;24 oz;2;8;27
1444;Little bit of spice;8.43;10.43;0;0;0;single;4;7;29
1445;Flakey and buttery;8.99;16.99;0;0;1;8 oz;1;6;17
1446;Little bit of spice;15.9;23.9;1;0;0;24 oz;4;8;17
1447;From Rio;13.09;22.09;1;1;0;1 lb;5;6;25
1448;Flakey and buttery;7.49;9.49;1;0;1;16 oz;5;4;27
1449;Just pure notes of spice;16.07;21.07;0;0;1;8 oz;3;2;4
1450;Flakey and buttery;11.49;13.49;0;1;1;16 oz;1;1;14
1451;Crunch!;8.25;11.25;0;1;0;8 oz;2;1;24
1452;From Rio;6.24;12.24;1;0;0;8 oz;3;6;11
1453;Crunch!;10.67;17.67;1;1;0;single;1;7;10
1454;Little bit of spice;18.38;25.38;0;0;1;8 oz;2;7;15
1455;Crunch!;17.08;22.08;1;1;0;1 lb;1;8;13
1456;Little bit of spice;25.42;27.42;1;0;0;8 oz;1;6;12
1457;Just pure notes of spice;6.43;14.43;0;1;0;8 oz;2;6;28
1458;Just pure notes of spice;15.13;18.13;0;1;1;single;3;5;21
1459;Crunch!;8.21;12.21;0;1;1;16 oz;1;8;11
1460;Flakey and buttery;22.51;28.51;0;1;0;24 oz;5;8;1
1461;From Rio;7.24;17.24;0;0;1;single;4;2;20
1462;From Rio;20.63;29.63;0;1;0;1 lb;2;8;7
1463;Flakey and buttery;21.03;25.03;1;1;1;1 lb;2;9;14
1464;Little bit of spice;10.91;17.91;0;1;0;single;1;7;23
1465;Just pure notes of spice;27.78;36.78;0;0;0;16 oz;2;5;25
1466;Flakey and buttery;27.54;31.54;1;1;1;16 oz;2;7;22
1467;Just pure notes of spice;16.69;26.69;0;0;1;16 oz;1;3;28
1468;Flakey and buttery;26.43;33.43;1;0;0;1 lb;4;8;5
1469;Flakey and buttery;13.9;19.9;1;0;0;24 oz;2;4;31
1470;From Rio;14.75;22.75;1;1;0;16 oz;4;2;17
1471;Just pure notes of spice;20.66;25.66;0;0;1;single;1;3;29
1472;Crunch!;9.92;17.92;1;1;1;1 lb;1;1;11
1473;Crunch!;7.08;16.08;1;1;0;24 oz;5;2;26
1474;Flakey and buttery;15.42;17.42;1;1;0;1 lb;5;1;10
1475;From Rio;12.27;15.27;0;1;1;1 lb;4;1;20
1476;Just pure notes of spice;11.26;13.26;1;0;0;24 oz;3;6;19
1477;Flakey and buttery;28.47;37.47;0;1;0;single;2;3;27
1478;From Rio;25.23;27.23;1;1;1;24 oz;5;5;12
1479;Flakey and buttery;7.93;14.93;0;0;0;24 oz;3;1;30
1480;Flakey and buttery;17.54;22.54;0;1;0;single;4;9;19
1481;Flakey and buttery;20.22;24.22;1;1;1;24 oz;1;9;19
1482;Crunch!;23.73;28.73;0;0;0;16 oz;1;3;30
1483;Flakey and buttery;23.08;28.08;0;0;0;8 oz;2;7;8
1484;Flakey and buttery;20.59;28.59;0;1;1;8 oz;5;9;9
